Build Type,Date, Time, Application,Environment,Release,Publish Type,App Job Name, App Job Build Number,Spinner Job Name, Spinner Job Build Number,App Job Duration,Spinner Job Duration,Total Execution,Total Time (In mins.secs)
Manual,8/18/2016,20:58:07,ENERGYPLM,QA1,Release_6_1_10,all,PLM-ENERGYPLM-APP,326,PLM-ENERGYPLM-DB,249,31 mins 29 secs,0 mins 35 secs,32 mins 5 secs,32.5
Auto,8/19/2016,00:19:39,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,646,,,24 mins 22 secs,,24 mins 22 secs,24.22
Auto,8/19/2016,00:26:57,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,647,PLM-WINDPLM-DB,558,6 mins 5 secs,0 mins 47 secs,6 mins 52 secs,6.52
Auto,8/19/2016,05:50:08,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,648,PLM-WINDPLM-DB,559,16 mins 35 secs,0 mins 47 secs,17 mins 23 secs,17.23
Auto,8/19/2016,06:40:18,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,649,PLM-WINDPLM-DB,560,19 mins 7 secs,1 mins 3 secs,20 mins 11 secs,20.11
Auto,8/19/2016,06:59:03,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,650,PLM-WINDPLM-DB,561,15 mins 14 secs,1 mins 9 secs,16 mins 23 secs,16.23
Manual,8/19/2016,07:10:41,ENERGYPLM,QA1,Release_6_1_10,all,PLM-ENERGYPLM-APP,327,PLM-ENERGYPLM-DB,250,20 mins 0 secs,0 mins 45 secs,20 mins 45 secs,20.45
Auto,8/19/2016,07:19:48,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,651,PLM-WINDPLM-DB,562,21 mins 16 secs,0 mins 42 secs,21 mins 58 secs,21.58
Auto,8/19/2016,09:58:02,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,652,PLM-WINDPLM-DB,563,18 mins 57 secs,0 mins 55 secs,19 mins 53 secs,19.53
Manual,8/19/2016,10:43:27,ENERGYPLM,QA1,Release_6_1_10,all,PLM-ENERGYPLM-APP,328,PLM-ENERGYPLM-DB,251,15 mins 5 secs,0 mins 39 secs,15 mins 44 secs,15.44
Auto,8/19/2016,10:56:41,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,653,PLM-WINDPLM-DB,564,15 mins 55 secs,0 mins 46 secs,16 mins 42 secs,16.42
Manual,8/19/2016,11:17:17,ENERGYPLM,QA1,Release_6_1_10,app,PLM-ENERGYPLM-APP,329,,,14 mins 45 secs,,14 mins 45 secs,14.45
Manual,8/19/2016,12:32:15,POWERPLM,QA1,Release_1_0,app,PLM-POWERPLM-APP,46,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/19/2016,14:02:53,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,655,,,23 mins 18 secs,,23 mins 18 secs,23.18
Manual,8/19/2016,14:11:23,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,25,PLM-NuclearPLM-DB,18,79 mins 25 secs,2 mins 39 secs,82 mins 4 secs,82.4
Manual,8/19/2016,21:42:52,ENERGYPLM,QA1,Release_6_1_10,all,PLM-ENERGYPLM-APP,330,PLM-ENERGYPLM-DB,252,20 mins 16 secs,0 mins 38 secs,20 mins 54 secs,20.54
Auto,8/20/2016,03:07:19,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,656,PLM-WINDPLM-DB,566,23 mins 42 secs,1 mins 2 secs,24 mins 45 secs,24.45
Auto,8/20/2016,04:52:20,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,657,PLM-WINDPLM-DB,567,16 mins 8 secs,0 mins 51 secs,17 mins 0 secs,17.0
Auto,8/20/2016,06:56:26,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,658,PLM-WINDPLM-DB,568,17 mins 11 secs,1 mins 1 secs,18 mins 13 secs,18.13
Manual,8/20/2016,08:02:07,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,26,PLM-NuclearPLM-DB,19,76 mins 56 secs,2 mins 23 secs,79 mins 19 secs,79.19
Manual,8/22/2016,09:36:23,ENERGYPLM,QA1,Release_6_1_10,all,PLM-ENERGYPLM-APP,331,PLM-ENERGYPLM-DB,253,18 mins 44 secs,0 mins 34 secs,19 mins 18 secs,19.18
Auto,8/22/2016,11:05:28,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,660,PLM-WINDPLM-DB,570,24 mins 28 secs,0 mins 45 secs,25 mins 14 secs,25.14
Manual,8/22/2016,12:27:36,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,28,PLM-NuclearPLM-DB,20,79 mins 9 secs,2 mins 31 secs,81 mins 41 secs,81.41
Manual,8/22/2016,13:18:51,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,47,PLM-POWERPLM-DB,34,88 mins 4 secs,1 mins 30 secs,89 mins 35 secs,89.35
Auto,8/22/2016,14:13:13,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,661,PLM-WINDPLM-DB,571,21 mins 54 secs,0 mins 59 secs,22 mins 54 secs,22.54
Manual,8/22/2016,14:43:46,POWERPLM,DEV2,Release_1_0,all,PLM-POWERPLM-APP,48,PLM-POWERPLM-DB,35,80 mins 31 secs,1 mins 24 secs,81 mins 56 secs,81.56
Manual,8/22/2016,17:31:00,ENERGYPLM,QA1,Release_6_1_10,all,PLM-ENERGYPLM-APP,334,PLM-ENERGYPLM-DB,254,15 mins 37 secs,0 mins 32 secs,16 mins 10 secs,16.10
Auto,8/23/2016,00:40:41,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,662,PLM-WINDPLM-DB,572,19 mins 2 secs,0 mins 52 secs,19 mins 55 secs,19.55
Auto,8/23/2016,00:45:44,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,663,PLM-WINDPLM-DB,573,5 mins 22 secs,0 mins 39 secs,6 mins 1 secs,6.1
Manual,8/23/2016,01:29:08,ENERGYPLM,QA1,Release_6_1_10,db,PLM-ENERGYPLM-APP,335,PLM-ENERGYPLM-DB,255,10 mins 40 secs,0 mins 40 secs,11 mins 21 secs,11.21
Auto,8/23/2016,01:45:16,WINDPLM,QA,Release_4_5,app,PLM-WINDPLM-APP,664,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/23/2016,01:51:35,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,665,PLM-WINDPLM-DB,574,5 mins 4 secs,0 mins 39 secs,5 mins 43 secs,5.43
Auto,8/23/2016,02:21:31,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,666,PLM-WINDPLM-DB,575,16 mins 43 secs,0 mins 37 secs,17 mins 20 secs,17.20
Auto,8/23/2016,02:58:37,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,667,PLM-WINDPLM-DB,576,18 mins 3 secs,0 mins 38 secs,18 mins 42 secs,18.42
Manual,8/23/2016,03:23:31,ENERGYPLM,QA1,Release_6_1_10,db,PLM-ENERGYPLM-APP,336,PLM-ENERGYPLM-DB,256,13 mins 23 secs,0 mins 38 secs,14 mins 1 secs,14.1
Auto,8/23/2016,06:52:19,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,668,PLM-WINDPLM-DB,577,16 mins 39 secs,0 mins 46 secs,17 mins 25 secs,17.25
Auto,8/23/2016,07:07:49,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,669,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/23/2016,09:36:02,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,673,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/23/2016,09:54:16,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,674,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/23/2016,10:55:50,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,675,PLM-WINDPLM-DB,578,16 mins 36 secs,0 mins 35 secs,17 mins 11 secs,17.11
Auto,8/23/2016,12:00:47,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,676,PLM-WINDPLM-DB,579,24 mins 46 secs,0 mins 45 secs,25 mins 31 secs,25.31
Manual,8/23/2016,12:46:32,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,32,PLM-NuclearPLM-DB,23,80 mins 11 secs,2 mins 15 secs,82 mins 26 secs,82.26
Auto,8/23/2016,14:06:09,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,677,PLM-WINDPLM-DB,580,24 mins 6 secs,0 mins 52 secs,24 mins 58 secs,24.58
Manual,8/23/2016,14:36:42,POWERPLM,QA1,Release_1_0,app,PLM-POWERPLM-APP,49,,,0 mins 0 secs,,0 mins 0 secs,0.0
Manual,8/23/2016,15:58:54,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,50,PLM-POWERPLM-DB,36,74 mins 33 secs,1 mins 29 secs,76 mins 3 secs,76.3
Manual,8/23/2016,17:08:41,POWERPLM,DEV2,Release_1_0,all,PLM-POWERPLM-APP,51,PLM-POWERPLM-DB,37,70 mins 8 secs,1 mins 20 secs,71 mins 28 secs,71.28
Auto,8/23/2016,17:47:16,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,678,PLM-WINDPLM-DB,581,6 mins 0 secs,1 mins 6 secs,7 mins 7 secs,7.7
Manual,8/23/2016,19:31:41,POWERPLM,QA1,Release_1_0,app,PLM-POWERPLM-APP,52,,,0 mins 0 secs,,0 mins 0 secs,0.0
Manual,8/23/2016,23:49:39,ENERGYPLM,QA1,Release_6_1_10,db,PLM-ENERGYPLM-APP,337,PLM-ENERGYPLM-DB,257,11 mins 25 secs,1 mins 0 secs,12 mins 25 secs,12.25
Auto,8/24/2016,01:02:32,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,679,PLM-WINDPLM-DB,582,20 mins 8 secs,1 mins 2 secs,21 mins 10 secs,21.10
Auto,8/24/2016,02:31:15,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,680,PLM-WINDPLM-DB,583,21 mins 21 secs,0 mins 53 secs,22 mins 14 secs,22.14
Auto,8/24/2016,02:58:16,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,681,PLM-WINDPLM-DB,584,15 mins 55 secs,0 mins 42 secs,16 mins 37 secs,16.37
Auto,8/24/2016,05:02:46,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,682,PLM-WINDPLM-DB,585,22 mins 32 secs,1 mins 2 secs,23 mins 34 secs,23.34
Manual,8/24/2016,05:18:08,ENERGYPLM,QA1,Release_6_1_10,db,PLM-ENERGYPLM-APP,338,PLM-ENERGYPLM-DB,258,16 mins 24 secs,0 mins 53 secs,17 mins 17 secs,17.17
Auto,8/24/2016,06:58:05,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,683,PLM-WINDPLM-DB,586,17 mins 34 secs,0 mins 50 secs,18 mins 25 secs,18.25
Auto,8/24/2016,07:14:54,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,684,PLM-WINDPLM-DB,587,17 mins 15 secs,0 mins 37 secs,17 mins 53 secs,17.53
Auto,8/24/2016,09:54:26,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,685,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/24/2016,10:54:03,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,686,PLM-WINDPLM-DB,588,13 mins 29 secs,0 mins 41 secs,14 mins 10 secs,14.10
Manual,8/24/2016,13:50:00,POWERPLM,QA1,Release_1_0,all,PLM-POWERPLM-APP,54,PLM-POWERPLM-DB,38,78 mins 16 secs,1 mins 30 secs,79 mins 47 secs,79.47
Manual,8/24/2016,14:00:43,NuclearPLM,QA,Release_4_0,all,PLM-NuclearPLM-APP,33,PLM-NuclearPLM-DB,24,85 mins 15 secs,2 mins 32 secs,87 mins 48 secs,87.48
Auto,8/24/2016,14:14:53,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,687,PLM-WINDPLM-DB,589,20 mins 8 secs,0 mins 49 secs,20 mins 57 secs,20.57
Manual,8/24/2016,15:54:32,ENERGYPLM,DEV2,Release_6_0_90,all,PLM-ENERGYPLM-APP,339,PLM-ENERGYPLM-DB,259,36 mins 34 secs,0 mins 32 secs,37 mins 6 secs,37.6
Manual,8/24/2016,15:56:25,POWERPLM,QA1,Release_1_0,all,PLM-POWERPLM-APP,55,PLM-POWERPLM-DB,39,80 mins 17 secs,1 mins 35 secs,81 mins 52 secs,81.52
Manual,8/24/2016,16:07:05,NuclearPLM,QA,Release_4_0,db,PLM-NuclearPLM-APP,34,PLM-NuclearPLM-DB,25,40 mins 40 secs,2 mins 21 secs,43 mins 2 secs,43.2
Auto,8/24/2016,17:56:00,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,688,PLM-WINDPLM-DB,590,12 mins 44 secs,1 mins 21 secs,14 mins 6 secs,14.6
Manual,8/24/2016,19:46:19,NuclearPLM,QA,Release_4_0,all,PLM-NuclearPLM-APP,35,PLM-NuclearPLM-DB,26,77 mins 30 secs,1 mins 30 secs,79 mins 0 secs,79.0
Auto,8/25/2016,00:45:20,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,689,PLM-WINDPLM-DB,591,19 mins 26 secs,0 mins 48 secs,20 mins 15 secs,20.15
Auto,8/25/2016,00:52:44,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,690,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/25/2016,02:59:46,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,691,PLM-WINDPLM-DB,592,22 mins 44 secs,0 mins 43 secs,23 mins 27 secs,23.27
Manual,8/25/2016,03:17:18,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,56,PLM-POWERPLM-DB,40,93 mins 27 secs,1 mins 57 secs,95 mins 25 secs,95.25
Auto,8/25/2016,03:26:19,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,692,PLM-WINDPLM-DB,593,26 mins 40 secs,0 mins 39 secs,27 mins 20 secs,27.20
Manual,8/25/2016,04:44:09,POWERPLM,QA1,Release_1_0,all,PLM-POWERPLM-APP,57,PLM-POWERPLM-DB,41,80 mins 55 secs,1 mins 27 secs,82 mins 22 secs,82.22
Auto,8/25/2016,05:26:24,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,693,PLM-WINDPLM-DB,594,15 mins 55 secs,0 mins 49 secs,16 mins 45 secs,16.45
Auto,8/25/2016,07:10:10,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,695,PLM-WINDPLM-DB,596,16 mins 21 secs,0 mins 35 secs,16 mins 56 secs,16.56
Manual,8/25/2016,08:25:42,NuclearPLM,DEV,Release_4_0,all,PLM-NuclearPLM-APP,36,PLM-NuclearPLM-DB,27,70 mins 26 secs,2 mins 8 secs,72 mins 34 secs,72.34
Auto,8/25/2016,09:05:03,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,696,PLM-WINDPLM-DB,597,15 mins 36 secs,0 mins 51 secs,16 mins 27 secs,16.27
Auto,8/25/2016,09:54:59,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,697,PLM-WINDPLM-DB,598,16 mins 55 secs,0 mins 51 secs,17 mins 47 secs,17.47
Auto,8/25/2016,10:57:28,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,698,PLM-WINDPLM-DB,599,17 mins 3 secs,0 mins 37 secs,17 mins 41 secs,17.41
Manual,8/25/2016,13:59:00,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,58,PLM-POWERPLM-DB,42,81 mins 18 secs,1 mins 24 secs,82 mins 43 secs,82.43
Auto,8/25/2016,14:02:20,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,700,PLM-WINDPLM-DB,601,22 mins 0 secs,0 mins 58 secs,22 mins 58 secs,22.58
Manual,8/25/2016,14:58:41,POWERPLM,QA1,Release_1_0,all,PLM-POWERPLM-APP,59,PLM-POWERPLM-DB,43,75 mins 24 secs,1 mins 24 secs,76 mins 48 secs,76.48
Auto,8/25/2016,17:51:28,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,701,PLM-WINDPLM-DB,602,10 mins 49 secs,0 mins 46 secs,11 mins 35 secs,11.35
Auto,8/26/2016,00:15:20,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,702,PLM-WINDPLM-DB,603,18 mins 52 secs,0 mins 49 secs,19 mins 42 secs,19.42
Auto,8/26/2016,00:23:54,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,703,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/26/2016,00:52:46,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,704,PLM-WINDPLM-DB,604,6 mins 39 secs,0 mins 43 secs,7 mins 22 secs,7.22
Auto,8/26/2016,01:01:44,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,705,PLM-WINDPLM-DB,605,5 mins 17 secs,0 mins 56 secs,6 mins 14 secs,6.14
Auto,8/26/2016,02:58:40,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,706,PLM-WINDPLM-DB,606,15 mins 18 secs,0 mins 57 secs,16 mins 15 secs,16.15
Auto,8/26/2016,03:12:10,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,707,PLM-WINDPLM-DB,607,13 mins 48 secs,0 mins 38 secs,14 mins 26 secs,14.26
Manual,8/26/2016,03:55:29,ENERGYPLM,DEV1,Release_6_1_10,all,PLM-ENERGYPLM-APP,340,PLM-ENERGYPLM-DB,260,34 mins 51 secs,0 mins 34 secs,35 mins 25 secs,35.25
Auto,8/26/2016,03:56:39,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,708,PLM-WINDPLM-DB,608,15 mins 30 secs,0 mins 43 secs,16 mins 13 secs,16.13
Manual,8/26/2016,04:57:46,ENERGYPLM,DEV1,Release_6_1_10,db,PLM-ENERGYPLM-APP,341,PLM-ENERGYPLM-DB,261,10 mins 37 secs,0 mins 34 secs,11 mins 12 secs,11.12
Auto,8/26/2016,05:22:37,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,709,PLM-WINDPLM-DB,609,16 mins 22 secs,0 mins 47 secs,17 mins 9 secs,17.9
Manual,8/26/2016,05:33:02,ENERGYPLM,DEV1,Release_6_1_10,db,PLM-ENERGYPLM-APP,342,PLM-ENERGYPLM-DB,262,9 mins 12 secs,0 mins 32 secs,9 mins 45 secs,9.45
Auto,8/26/2016,08:54:26,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,712,PLM-WINDPLM-DB,610,14 mins 15 secs,0 mins 49 secs,15 mins 5 secs,15.5
Manual,8/26/2016,09:08:41,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,713,PLM-WINDPLM-DB,611,16 mins 42 secs,0 mins 41 secs,17 mins 24 secs,17.24
Auto,8/26/2016,09:59:53,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,714,PLM-WINDPLM-DB,612,21 mins 57 secs,0 mins 50 secs,22 mins 48 secs,22.48
Manual,8/26/2016,11:06:31,NuclearPLM,QA,Release_4_0,all,PLM-NuclearPLM-APP,38,PLM-NuclearPLM-DB,28,64 mins 18 secs,2 mins 30 secs,66 mins 49 secs,66.49
Manual,8/26/2016,13:36:23,POWERPLM,QA1,Release_1_0,all,PLM-POWERPLM-APP,61,PLM-POWERPLM-DB,45,68 mins 0 secs,1 mins 29 secs,69 mins 30 secs,69.30
Auto,8/26/2016,13:50:08,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,717,PLM-WINDPLM-DB,614,10 mins 29 secs,0 mins 48 secs,11 mins 18 secs,11.18
Manual,8/26/2016,15:04:52,NuclearPLM,QA,Release_4_0,all,PLM-NuclearPLM-APP,39,PLM-NuclearPLM-DB,29,67 mins 18 secs,2 mins 34 secs,69 mins 52 secs,69.52
Manual,8/26/2016,15:43:42,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,62,PLM-POWERPLM-DB,46,74 mins 45 secs,1 mins 35 secs,76 mins 21 secs,76.21
Manual,8/26/2016,16:52:03,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,63,PLM-POWERPLM-DB,47,68 mins 43 secs,1 mins 2 secs,69 mins 46 secs,69.46
Auto,8/27/2016,02:04:51,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,718,PLM-WINDPLM-DB,615,18 mins 23 secs,1 mins 6 secs,19 mins 30 secs,19.30
Auto,8/27/2016,02:25:33,WINDPLM,QA,Release_4_5,app,PLM-WINDPLM-APP,719,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/27/2016,02:50:40,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,720,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/27/2016,03:14:59,WINDPLM,DEV,wind_dev_4_5,app,PLM-WINDPLM-APP,721,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/27/2016,06:48:28,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,722,PLM-WINDPLM-DB,616,9 mins 37 secs,0 mins 39 secs,10 mins 16 secs,10.16
Auto,8/27/2016,09:26:33,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,723,PLM-WINDPLM-DB,617,16 mins 56 secs,0 mins 36 secs,17 mins 33 secs,17.33
Auto,8/29/2016,00:12:39,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,724,PLM-WINDPLM-DB,618,26 mins 0 secs,1 mins 34 secs,27 mins 34 secs,27.34
Auto,8/29/2016,00:25:49,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,725,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/29/2016,01:38:46,AEROPLM,DEV,Dev_3_10_0,db,PLM-AEROPLM-APP,192,PLM-AEROPLM-DB,198,22 mins 38 secs,1 mins 59 secs,24 mins 37 secs,24.37
Auto,8/29/2016,03:13:57,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,726,PLM-WINDPLM-DB,619,28 mins 52 secs,1 mins 4 secs,29 mins 56 secs,29.56
Auto,8/29/2016,04:04:24,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,727,PLM-WINDPLM-DB,620,21 mins 46 secs,2 mins 18 secs,24 mins 4 secs,24.4
Manual,8/29/2016,04:09:09,POWERPLM,QA1,Release_1_0,all,PLM-POWERPLM-APP,64,PLM-POWERPLM-DB,48,149 mins 49 secs,3 mins 16 secs,153 mins 6 secs,153.6
Manual,8/29/2016,05:49:08,POWERPLM,DEV2,Release_1_0,all,PLM-POWERPLM-APP,65,PLM-POWERPLM-DB,49,101 mins 43 secs,1 mins 20 secs,103 mins 3 secs,103.3
Auto,8/29/2016,06:57:32,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,728,PLM-WINDPLM-DB,621,18 mins 43 secs,0 mins 35 secs,19 mins 18 secs,19.18
Manual,8/29/2016,08:21:41,NuclearPLM,DEV,Release_4_0,all,PLM-NuclearPLM-APP,40,PLM-NuclearPLM-DB,30,70 mins 48 secs,2 mins 17 secs,73 mins 6 secs,73.6
Auto,8/29/2016,09:52:14,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,730,PLM-WINDPLM-DB,623,13 mins 58 secs,0 mins 57 secs,14 mins 55 secs,14.55
Auto,8/29/2016,10:09:42,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,731,PLM-WINDPLM-DB,624,13 mins 32 secs,0 mins 52 secs,14 mins 24 secs,14.24
Auto,8/29/2016,11:12:45,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,733,PLM-WINDPLM-DB,625,7 mins 28 secs,0 mins 44 secs,8 mins 13 secs,8.13
Auto,8/29/2016,11:32:53,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,734,PLM-WINDPLM-DB,626,16 mins 53 secs,0 mins 38 secs,17 mins 32 secs,17.32
Auto,8/29/2016,13:51:12,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,735,PLM-WINDPLM-DB,627,13 mins 11 secs,0 mins 52 secs,14 mins 3 secs,14.3
Auto,8/29/2016,17:49:26,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,736,PLM-WINDPLM-DB,628,9 mins 12 secs,0 mins 49 secs,10 mins 2 secs,10.2
Auto,8/29/2016,23:56:23,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,737,PLM-WINDPLM-DB,629,14 mins 28 secs,0 mins 59 secs,15 mins 28 secs,15.28
Auto,8/30/2016,00:58:12,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,738,PLM-WINDPLM-DB,630,15 mins 56 secs,0 mins 46 secs,16 mins 43 secs,16.43
Auto,8/30/2016,01:08:26,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,739,,,0 mins 0 secs,,0 mins 0 secs,0.0
Manual,8/30/2016,03:21:36,ENERGYPLM,DEV1,Release_6_1_12,db,PLM-ENERGYPLM-APP,343,PLM-ENERGYPLM-DB,263,39 mins 24 secs,1 mins 2 secs,40 mins 26 secs,40.26
Auto,8/30/2016,03:21:44,AEROPLM,DEV,Dev_3_10_0,all,PLM-AEROPLM-APP,193,PLM-AEROPLM-DB,199,18 mins 45 secs,0 mins 53 secs,19 mins 39 secs,19.39
Auto,8/30/2016,03:34:56,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,741,PLM-WINDPLM-DB,631,20 mins 58 secs,0 mins 40 secs,21 mins 38 secs,21.38
Auto,8/30/2016,03:51:55,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,742,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/30/2016,04:06:45,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,743,PLM-WINDPLM-DB,632,13 mins 45 secs,0 mins 42 secs,14 mins 28 secs,14.28
Manual,8/30/2016,04:41:44,ENERGYPLM,QA1,Release_6_1_20,all,PLM-ENERGYPLM-APP,344,PLM-ENERGYPLM-DB,264,30 mins 0 secs,0 mins 28 secs,30 mins 29 secs,30.29
Auto,8/30/2016,05:04:11,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,744,PLM-WINDPLM-DB,633,13 mins 56 secs,0 mins 49 secs,14 mins 45 secs,14.45
Auto,8/30/2016,05:43:42,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,745,PLM-WINDPLM-DB,634,13 mins 39 secs,0 mins 39 secs,14 mins 19 secs,14.19
Auto,8/30/2016,06:55:36,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,746,PLM-WINDPLM-DB,635,14 mins 17 secs,0 mins 53 secs,15 mins 10 secs,15.10
